id,orig_label,premise,hypothesis,attack_label,after_attack
951,neutral,从 我 所 听到 的 事情 中 获得 了 满足感 。,我 从 会议 中 得知 事情 进展 顺利 。,entailment,我 从 讨论 中 得知 事情 进行 顺利 。
952,neutral,从 我 所 听到 的 事情 中 获得 了 满足感 。,我 从 会议 中 得知 事情 进展 顺利 。,contradiction,我 既然 理事会 际 追究 事情 进展 顺利 。
953,contradiction,从 我 所 听到 的 事情 中 获得 了 满足感 。,说实话 ， 我 除了 抱怨 ， 没有 听到 别的 什么 。,neutral,说实话 ， 我 除了 抱怨 ， 却 听到 别的 什么 。
954,contradiction,从 我 所 听到 的 事情 中 获得 了 满足感 。,说实话 ， 我 除了 抱怨 ， 没有 听到 别的 什么 。,entailment,老实说 ， 我 再说 抱怨 ， 并没有 听到 另外 怎么样 。
955,entailment,你 知道 ， 我们 会 建 一个 混凝土 洞 ， 什么 也 不 会 发生 ， 这 说 起来 容易 ， 然后 他们 会 说 ， 检测 这个 洞 ,测试 确实 需要 时间 ， 特别 是 在 建造 混凝土 洞 时 。,neutral,测试 确实 需要 时间 ， 特别 是 在 建造 整个 洞 时 。
956,entailment,你 知道 ， 我们 会 建 一个 混凝土 洞 ， 什么 也 不 会 发生 ， 这 说 起来 容易 ， 然后 他们 会 说 ， 检测 这个 洞 ,测试 确实 需要 时间 ， 特别 是 在 建造 混凝土 洞 时 。,contradiction,测试 难道 需要 时间 ， 特别 是 在 建造 混凝土 洞 时 。
957,neutral,你 知道 ， 我们 会 建 一个 混凝土 洞 ， 什么 也 不 会 发生 ， 这 说 起来 容易 ， 然后 他们 会 说 ， 检测 这个 洞 ,在 开始 任何 测试 之前 ， 他们 需要 时间 让 混凝土 浇筑 。,entailment,在 开始 不 检测 之前 ， 他们 要求 时间 让 混凝土 浇筑 。
958,neutral,你 知道 ， 我们 会 建 一个 混凝土 洞 ， 什么 也 不 会 发生 ， 这 说 起来 容易 ， 然后 他们 会 说 ， 检测 这个 洞 ,在 开始 任何 测试 之前 ， 他们 需要 时间 让 混凝土 浇筑 。,contradiction,在 开始 任何 测试 之前 ， 他们 要 时间 让 混凝土 浇筑 。
959,contradiction,不 ， 不必 ， 嗯 ， 帮 你 处理 x 数量 美元 的 人 在 房子 里,他们 从不 使用 内部 员工 帮助 你 。,neutral,她们 从不 使 内部 职员 帮助 你 。
960,contradiction,不 ， 不必 ， 嗯 ， 帮 你 处理 x 数量 美元 的 人 在 房子 里,他们 从不 使用 内部 员工 帮助 你 。,Failed,他们 从不 使用 内部 员工 帮助 你 。
961,neutral,不 ， 不必 ， 嗯 ， 帮 你 处理 x 数量 美元 的 人 在 房子 里,如果 您 尝试 处理 x 美元 金额 ， 您 当然 需要 帮助 。,entailment,如果 您 尝试 处理 x 美元 金额 ， 您 当然 须 扶 。
962,neutral,不 ， 不必 ， 嗯 ， 帮 你 处理 x 数量 美元 的 人 在 房子 里,如果 您 尝试 处理 x 美元 金额 ， 您 当然 需要 帮助 。,contradiction,既然 您 尝试 办 x 美元 金额 ， 您 当然 要 帮助 。
963,entailment,呃 ， 他 从中 振作 起来 ， 呃 ， 他 可能 说 自己 是 百分之九十五,经过 一阵 发飙 ， 他 又 重新 恢复 到 他 自己 的 样子 。,neutral,经过 一阵 发怒 ， 他 又 重新 恢复 到 他 自己 的 样子 。
964,entailment,呃 ， 他 从中 振作 起来 ， 呃 ， 他 可能 说 自己 是 百分之九十五,经过 一阵 发飙 ， 他 又 重新 恢复 到 他 自己 的 样子 。,contradiction,经 一阵 狂 ， 他 而且 仍 回复 于 他 自身 的 门面 。
965,contradiction,呃 ， 他 从中 振作 起来 ， 呃 ， 他 可能 说 自己 是 百分之九十五,他 从来 没有 摆脱 它 。,neutral,他 历来 却 开脱 它 。
966,contradiction,呃 ， 他 从中 振作 起来 ， 呃 ， 他 可能 说 自己 是 百分之九十五,他 从来 没有 摆脱 它 。,entailment,他 时刻 并没有 抛开 它 。
967,neutral,呃 ， 他 从中 振作 起来 ， 呃 ， 他 可能 说 自己 是 百分之九十五,他 只 有 2 分钟 的 时间 。,entailment,他 只不过 有 2 分流 的 时间 。
968,neutral,呃 ， 他 从中 振作 起来 ， 呃 ， 他 可能 说 自己 是 百分之九十五,他 只 有 2 分钟 的 时间 。,contradiction,他 只 有 2 切 的 时间 。
969,contradiction,那么 这 是 一个 问题 ， 你 购物 的 时候 会 有 什么 标准 呢 ？,没有 问题 。,neutral,却 审讯 。
970,contradiction,那么 这 是 一个 问题 ， 你 购物 的 时候 会 有 什么 标准 呢 ？,没有 问题 。,entailment,并没有 问题 。
971,entailment,那么 这 是 一个 问题 ， 你 购物 的 时候 会 有 什么 标准 呢 ？,当 你 在 逛 街 的 时候 ， 你 在 寻找 的 是 什么 ？,neutral,当 你 在 逛 街 的 时候 ， 你 在 寻找 的 是 什么人 ？
972,entailment,那么 这 是 一个 问题 ， 你 购物 的 时候 会 有 什么 标准 呢 ？,当 你 在 逛 街 的 时候 ， 你 在 寻找 的 是 什么 ？,contradiction,则 你 在 逛 街 的 时期 ， 你 在 搜寻 的 是 什么 ？
973,neutral,很 高兴 和 你 聊天,我们 很快 会 再次 谈话 。,Failed,我们 很快 会 再次 谈话 。
974,neutral,很 高兴 和 你 聊天,我们 很快 会 再次 谈话 。,Failed,我们 很快 会 再次 谈话 。
975,entailment,哦 ， 我 明白 了 ， 哦 ， 国家 不 需要 它 ， 这 有 点 这 有 点 太 不 寻常 了 ， 不是吗,奇怪 的 是 国家 不 对 其 作 要求 。,neutral,奇怪 的 是 局势 要 将 其 作 要求 。
976,entailment,哦 ， 我 明白 了 ， 哦 ， 国家 不 需要 它 ， 这 有 点 这 有 点 太 不 寻常 了 ， 不是吗,奇怪 的 是 国家 不 对 其 作 要求 。,contradiction,奇怪 的 是 国家 任何 对 其 作 要求 。
977,neutral,哦 ， 是的 ， 有 些 有些 地方 很 好 ， 可以 通过 ups 或者 或者 其他 方式 将 它们 发送 出去 ， 但是,有些 地方 只能 通过 ups 媒体 邮件 发货 。,entailment,有些 地方 只能 通过 ups 媒体 邮件 发出 。
978,neutral,哦 ， 是的 ， 有 些 有些 地方 很 好 ， 可以 通过 ups 或者 或者 其他 方式 将 它们 发送 出去 ， 但是,有些 地方 只能 通过 ups 媒体 邮件 发货 。,contradiction,有的 地方 只能 通过 ups 媒体 邮件 发货 。
979,entailment,哦 ， 是的 ， 有 些 有些 地方 很 好 ， 可以 通过 ups 或者 或者 其他 方式 将 它们 发送 出去 ， 但是,一些 地方 将 配备 ups 。,neutral,点点 场地 将 用具 ups 。
980,entailment,哦 ， 是的 ， 有 些 有些 地方 很 好 ， 可以 通过 ups 或者 或者 其他 方式 将 它们 发送 出去 ， 但是,一些 地方 将 配备 ups 。,contradiction,有的 所在 给 配置 ups 。
981,contradiction,哦 ， 是的 ， 有 些 有些 地方 很 好 ， 可以 通过 ups 或者 或者 其他 方式 将 它们 发送 出去 ， 但是,他们 只 会 使用 fedex 。,neutral,他们 但 会 使用 fedex 。
982,contradiction,哦 ， 是的 ， 有 些 有些 地方 很 好 ， 可以 通过 ups 或者 或者 其他 方式 将 它们 发送 出去 ， 但是,他们 只 会 使用 fedex 。,entailment,他们 不过 会 使用 fedex 。
983,entailment,好吧 ， 我 不 认为 他 ， 我 不 认为 他 想 那样 做 ， 但 他 肯定 想 成为 一个 长者 政治家 或者 别的 什么 。,我 不 相信 他 想 处于 那个 位置 。,neutral,我 不 信任 他 想念 处于 那个 场地 。
984,entailment,好吧 ， 我 不 认为 他 ， 我 不 认为 他 想 那样 做 ， 但 他 肯定 想 成为 一个 长者 政治家 或者 别的 什么 。,我 不 相信 他 想 处于 那个 位置 。,contradiction,我 任何 相信 他 想 处于 那个 位置 。
985,contradiction,好吧 ， 我 不 认为 他 ， 我 不 认为 他 想 那样 做 ， 但 他 肯定 想 成为 一个 长者 政治家 或者 别的 什么 。,我 知道 他 会 喜欢 这样 做 的 ！,neutral,我 了解 他 会 喜欢 这样 做 的 ！
986,contradiction,好吧 ， 我 不 认为 他 ， 我 不 认为 他 想 那样 做 ， 但 他 肯定 想 成为 一个 长者 政治家 或者 别的 什么 。,我 知道 他 会 喜欢 这样 做 的 ！,entailment,我 清楚 他 以为 喜好 这样 做 的 ！
987,contradiction,当 他们 去世 或 什么 的 我 不 太 明白,我 非常 了解 它 。,neutral,我 极度 了解 它 。
988,contradiction,当 他们 去世 或 什么 的 我 不 太 明白,我 非常 了解 它 。,entailment,我 至极 理解 它 。
989,entailment,当 他们 去世 或 什么 的 我 不 太 明白,我 有点 困惑 。,neutral,在下 有点 困惑 。
990,entailment,当 他们 去世 或 什么 的 我 不 太 明白,我 有点 困惑 。,contradiction,我 丝毫 困惑 。
991,neutral,是的 我 有 两 个 孩子 ， 两 个 男孩 ， 一个 十二 岁 ， 一个 十六岁,我 也 有 一个 比 男孩 年轻 的 女儿 。,entailment,我 也 有 一个 比对 男孩 年轻 的 女儿 。
992,neutral,是的 我 有 两 个 孩子 ， 两 个 男孩 ， 一个 十二 岁 ， 一个 十六岁,我 也 有 一个 比 男孩 年轻 的 女儿 。,contradiction,我 要么 是 一个 比 男孩 小 的 女儿 。
993,entailment,是的 我 有 两 个 孩子 ， 两 个 男孩 ， 一个 十二 岁 ， 一个 十六岁,我 的 男孩 们 十二 岁 和 十六 岁 。,neutral,在下 的 男孩 们 十二 年度 和 十八 岁 。
994,entailment,是的 我 有 两 个 孩子 ， 两 个 男孩 ， 一个 十二 岁 ， 一个 十六岁,我 的 男孩 们 十二 岁 和 十六 岁 。,Failed,我 的 男孩 们 十二 岁 和 十六 岁 。
995,contradiction,噢 ， 神 啊 ， 当然 ， 这个 名字呃 这个 名字 我 一 时 忘 了 ， 但 这 是 关于 和平 议会 的,我 立刻 就 明白 了 这个 名字 是 议会 的 一部分 。,neutral,在下 顿时 就 明白 了 这个 名字 在于 议会 的 一部分 。
996,contradiction,噢 ， 神 啊 ， 当然 ， 这个 名字呃 这个 名字 我 一 时 忘 了 ， 但 这 是 关于 和平 议会 的,我 立刻 就 明白 了 这个 名字 是 议会 的 一部分 。,entailment,我 立时 就 明白 了 这个 名字 是 议会 的 一部分 。
997,neutral,噢 ， 神 啊 ， 当然 ， 这个 名字呃 这个 名字 我 一 时 忘 了 ， 但 这 是 关于 和平 议会 的,我 经常 在 现场 回忆 起 名字 时 遇到 麻烦 。,Failed,我 经常 在 现场 回忆 起 名字 时 遇到 麻烦 。
998,neutral,噢 ， 神 啊 ， 当然 ， 这个 名字呃 这个 名字 我 一 时 忘 了 ， 但 这 是 关于 和平 议会 的,我 经常 在 现场 回忆 起 名字 时 遇到 麻烦 。,contradiction,我 总是 在 现场 调回 起 名字 时 相遇 麻烦 。
999,entailment,噢 ， 神 啊 ， 当然 ， 这个 名字呃 这个 名字 我 一 时 忘 了 ， 但 这 是 关于 和平 议会 的,一 开始 我 错过 了 那个 名字 ， 它 称为 和平 议会 。,neutral,一 开始 我 错过 了 那个 名字 ， 它 称为 安全 议会 。
1000,entailment,噢 ， 神 啊 ， 当然 ， 这个 名字呃 这个 名字 我 一 时 忘 了 ， 但 这 是 关于 和平 议会 的,一 开始 我 错过 了 那个 名字 ， 它 称为 和平 议会 。,contradiction,只 开始 我 错过 了 那个 名字 ， 它 称为 和平 议会 。
1001,entailment,开火 的 是 一个 ， 是 一个 塑料 自动 武器,这 是 一 种 由 塑料 制 成 的 自动 武器 。,neutral,顿时 是 一 种 由于 塑料 制 成 的 自动 军火 。
1002,entailment,开火 的 是 一个 ， 是 一个 塑料 自动 武器,这 是 一 种 由 塑料 制 成 的 自动 武器 。,contradiction,这 是 一 种 由 塑料 制 完全 的 自动 武器 。
1003,neutral,开火 的 是 一个 ， 是 一个 塑料 自动 武器,它 比 金属 武器 更 耐用 。,entailment,它 对比 金属 武器 再 硬 。
1004,neutral,开火 的 是 一个 ， 是 一个 塑料 自动 武器,它 比 金属 武器 更 耐用 。,contradiction,它 比对 金属 家伙 相当 坚实 。
1005,neutral,嗯 ， 它们 很 整齐 ， 有 点儿 像 一个 蓝色 的 草地 国家 ， 我 觉得 它们 很 有趣 。,他们 组成 乐队 已 两 年 了 。,entailment,这样 形成 地带 即 两 龄 了 。
1006,neutral,嗯 ， 它们 很 整齐 ， 有 点儿 像 一个 蓝色 的 草地 国家 ， 我 觉得 它们 很 有趣 。,他们 组成 乐队 已 两 年 了 。,contradiction,这么 形态 地带 止 两 谷物 了 。
1007,contradiction,是的 ， 他们 很 快 就 变 得 拥挤 起来 ， 人群 中 衣着 考究 的 人 很 少 ， 更 多 的 是 雅皮士 。,人群 总是 穿 得 很 随便 。,neutral,民众 一直 着装 得 至极 任性 。
1008,contradiction,是的 ， 他们 很 快 就 变 得 拥挤 起来 ， 人群 中 衣着 考究 的 人 很 少 ， 更 多 的 是 雅皮士 。,人群 总是 穿 得 很 随便 。,entailment,人群 常 穿 得 太 随机 。
1009,neutral,我 的 女朋友 有 个 十几 岁 的 女儿 ， 每年 开学 前 她 都 会 让 我 带 她 去 买 衣服 ， 因为 她们 经常 吵架 。,和 我 女朋友 相比 ， 我 和 女朋友 的 女儿 相处 得 更 好 。,entailment,和 我 女朋友 对照 ， 我 和 方向 的 女儿 配偶 得 更为 甚 。
1010,neutral,我 的 女朋友 有 个 十几 岁 的 女儿 ， 每年 开学 前 她 都 会 让 我 带 她 去 买 衣服 ， 因为 她们 经常 吵架 。,和 我 女朋友 相比 ， 我 和 女朋友 的 女儿 相处 得 更 好 。,contradiction,与 真主 女朋友 靠 ， 我 及 女朋友 的 女儿 相处 得 逾 不错 。
1011,entailment,我 的 女朋友 有 个 十几 岁 的 女儿 ， 每年 开学 前 她 都 会 让 我 带 她 去 买 衣服 ， 因为 她们 经常 吵架 。,在 学年 开始 之前 ， 我 必须 带 着 女朋友 的 女儿 购买 衣服 。,neutral,在 学年 开始 之前 ， 我 必须 带 着 女朋友 的 女儿 购买 装潢 。
1012,entailment,我 的 女朋友 有 个 十几 岁 的 女儿 ， 每年 开学 前 她 都 会 让 我 带 她 去 买 衣服 ， 因为 她们 经常 吵架 。,在 学年 开始 之前 ， 我 必须 带 着 女朋友 的 女儿 购买 衣服 。,contradiction,在 学年 始 昨天 ， 我 不得不 佩戴 近乎 伴侣 的 女人 收购 衣服 。
1013,contradiction,我 的 女朋友 有 个 十几 岁 的 女儿 ， 每年 开学 前 她 都 会 让 我 带 她 去 买 衣服 ， 因为 她们 经常 吵架 。,我 女朋友 的 女儿 拒绝 和 我 一起 去 购物 。,neutral,我 女朋友 的 女儿 滑坡 和 我 一起 去 购物 。
1014,contradiction,我 的 女朋友 有 个 十几 岁 的 女儿 ， 每年 开学 前 她 都 会 让 我 带 她 去 买 衣服 ， 因为 她们 经常 吵架 。,我 女朋友 的 女儿 拒绝 和 我 一起 去 购物 。,entailment,我 女朋友 的 女儿 推 和 我 一起 去 购物 。
1015,neutral,你 知道 ， 我 昨天 去 图书馆 找 了 找 ， 我 找到 了 这 本 pj o ' rourke 的 新 书 叫 《 恐怖 的 议会 》 ， 它,真 的 很 喜欢 pj o ' rourke 的 书 。,entailment,确实 的 至极 喜好 pj o ' rourke 的 书 。
1016,neutral,你 知道 ， 我 昨天 去 图书馆 找 了 找 ， 我 找到 了 这 本 pj o ' rourke 的 新 书 叫 《 恐怖 的 议会 》 ， 它,真 的 很 喜欢 pj o ' rourke 的 书 。,contradiction,真 的 很 心爱 pj o ' rourke 的 书 。
1017,entailment,你 知道 ， 我 昨天 去 图书馆 找 了 找 ， 我 找到 了 这 本 pj o ' rourke 的 新 书 叫 《 恐怖 的 议会 》 ， 它,我 昨天 在 图书馆 收到 了 pj o ' rourke 的 书 。,neutral,在下 以前 在 图书馆 收到 了 pj o ' rourke 的 预订 。
1018,entailment,你 知道 ， 我 昨天 去 图书馆 找 了 找 ， 我 找到 了 这 本 pj o ' rourke 的 新 书 叫 《 恐怖 的 议会 》 ， 它,我 昨天 在 图书馆 收到 了 pj o ' rourke 的 书 。,contradiction,真主 前天 在 库 收到 了 pj o ' rourke 的 卷 。
1019,contradiction,你 知道 ， 我 昨天 去 图书馆 找 了 找 ， 我 找到 了 这 本 pj o ' rourke 的 新 书 叫 《 恐怖 的 议会 》 ， 它,我 从不 去 图书馆 。,Failed,我 从不 去 图书馆 。
1020,contradiction,你 知道 ， 我 昨天 去 图书馆 找 了 找 ， 我 找到 了 这 本 pj o ' rourke 的 新 书 叫 《 恐怖 的 议会 》 ， 它,我 从不 去 图书馆 。,Failed,我 从不 去 图书馆 。
1021,neutral,大约嗯 二十 分钟,我 认为 大约 二十 分钟 ， 但 我 不 肯定 。,Failed,我 认为 大约 二十 分钟 ， 但 我 不 肯定 。
1022,neutral,大约嗯 二十 分钟,我 认为 大约 二十 分钟 ， 但 我 不 肯定 。,contradiction,我 认为 大约 二十 分钟 ， 只有 我 无 肯定 。
1023,entailment,大约嗯 二十 分钟,大约 二十 分钟 。,neutral,也许 二十五 分流 。
